SCORE,Ranked,Popularity,Members,Type,Magazine, Recommended,Mixed Feelings,Not Recommended
7.75,1468,2501,7670,Manga,Shounen Sunday,8,0,0
7.74,1525,2564,7495,Manga,Canna,3,0,0
7.74,1526,982,17683,Manga,Shounen Sirius,3,0,0
7.74,1527,163,83969,Manga,Big Gangan,12,5,5
7.74,1529,884,19476,Manga,Dessert,11,0,1
7.74,1518,833,20655,Manga,Unknown,3,2,0
7.74,1520,287,53819,Manga,Gangan Online,23,2,2
7.74,1521,2511,7627,Manga,Ultra Jump,5,0,0
7.74,1522,957,17956,Manga,GFantasy,3,0,0
7.74,1523,5481,3376,Manga,Gangan Online,6,0,0
7.74,1479,3189,6085,Manga,Shounen Gangan,2,0,1
7.74,1480,8065,2143,Manga,Ultra Jump,2,0,0
7.74,1481,3968,4841,Manga,Manga UP!,1,0,0
7.74,1484,11041,1417,Manga,Comic Trail,2,0,0
7.74,1486,1343,13744,Manga,Comic REX,4,0,0
7.74,1488,89,125396,Manga,Shounen Jump+,28,8,11
7.74,1490,7504,2346,Manga,Suiyoubi no Sirius,2,0,0
7.74,1513,5275,3509,Manga,Magazine Be x Boy,4,0,0
7.74,1515,977,17744,Manga,Comic Alive,2,0,0
7.74,1496,7615,2307,Manga,Shounen Sunday,0,0,0
7.74,1497,1418,13139,Manga,Bessatsu Friend,4,5,0
7.74,1498,474,34212,Manga,Dragon Age,16,1,0
7.74,1499,8158,2110,Manga,Unknown,1,0,0
7.74,1500,7462,2361,Manga,Shounen Gangan,1,0,0
7.74,1501,4292,4415,Manga,Nakayoshi,0,0,0
7.74,1502,4186,4536,Manga,Magazine Be x Boy,2,0,0
7.74,1503,1929,9608,Manga,Young Gangan,1,0,2
7.74,1504,18421,648,Manga,Shounen Champion (Weekly),0,0,0
7.74,1505,9832,1666,Manga,Comic Blade Zebel,1,0,0
7.74,1506,4147,4592,Manga,Big Comic Superior,1,0,0
7.74,1508,2732,7026,Manga,Betsucomi,1,1,0
7.74,1509,3558,5417,Manga,Unknown,1,0,0
7.74,1510,15945,823,Manga,Ribon Magazine,0,0,0
7.74,1511,2701,7114,Manga,LaLa,2,1,0
7.74,1512,8155,2111,Manga,Manga Action,1,0,0
7.74,1493,11660,1313,Manga,Aokishi,1,0,1
7.73,1562,4984,3751,Manga,Shounen Magazine Edge,2,0,0
7.73,1564,1750,10657,Manga,Magazine pocket,4,0,0
7.73,1553,6938,2563,Manga,Go Go Bunch,1,0,1
7.73,1554,3147,6147,Manga,Jump SQ.,2,0,0
7.73,1555,1600,11763,Manga,Comic Yuri Hime,8,1,0
7.73,1556,2972,6464,Manga,B's-LOG Comic,3,0,0
7.73,1557,1218,14801,Manga,Shounen Jump (Weekly),5,3,1
7.73,1558,2630,7311,Manga,Afternoon,1,1,0
7.73,1559,7039,2515,Manga,ComicWalker,5,1,0
7.73,1561,5694,3221,Manga,Be x Boy GOLD,1,1,0
7.73,1531,122,104234,Manga,Shounen Magazine (Weekly),14,8,4
7.73,1532,1046,16830,Manga,Young Ace UP,8,2,2
7.73,1535,4894,3836,Manga,Unknown,2,1,0
7.73,1566,6589,2731,Manga,Big Comic Original,1,1,0
7.73,1569,1920,9679,Manga,ARIA,6,0,1
7.73,1571,504,32916,Manga,Fellows!,7,1,0
7.73,1572,3279,5919,Manga,Manga Times (Weekly),2,0,0
7.73,1573,8824,1896,Manga,Famitsu Comic Clear,2,0,0
7.73,1574,948,18188,Manga,Bessatsu Margaret,9,2,0
7.73,1536,1247,14628,Manga,Shounen Sunday,6,1,0
7.73,1537,2532,7582,Manga,The Hana to Yume,4,0,0
7.73,1538,1290,14267,Manga,Young Ace,3,0,0
7.73,1539,835,20648,Manga,Gangan Powered,3,1,1
7.73,1541,903,19056,Manga,Comic Meteor,5,0,1
7.73,1543,6042,3020,Manga,Flowers (Monthly),1,0,0
7.73,1544,19000,615,Manga,Shounen Jump (Weekly),0,0,0
7.73,1545,4187,4530,Manga,Manga 4-koma Palette,2,0,0
7.73,1547,1511,12465,Manga,Sho-Comi,5,1,1
7.73,1548,678,25046,Manga,Shounen Champion (Weekly),6,3,0
7.73,1549,580,28878,Manga,Comic Avarus,11,1,2
7.73,1550,1172,15217,Manga,Jump SQ.19,2,0,0
7.73,1551,533,31187,Manga,Afternoon,10,4,4
7.73,1552,747,22703,Manga,Gangan Joker,10,1,1
7.73,1575,11141,1400,Manga,Manga Action,1,0,0
7.73,1576,7051,2509,Manga,Manga Time Kirara☆Magica,0,1,0
7.73,1577,3281,5915,Manga,Gangan Joker,0,0,0
7.73,1578,1231,14711,Manga,Gangan Joker,5,0,0
7.73,1579,1727,10822,Manga,Cheese!,6,0,0
7.72,1592,1210,14882,Manga,"Comic Dengeki Daioh ""g""",1,0,1
7.72,1593,2540,7561,Manga,Unknown,2,1,0
7.72,1595,2268,8336,Manga,Unknown,2,0,0
7.72,1620,12612,1175,Manga,Feel Young,0,1,0
7.72,1583,6489,2783,Manga,Young Ace UP,0,0,0
7.72,1584,3671,5258,Manga,Comic Newtype,4,0,0
7.72,1585,2390,7996,Manga,Unknown,4,1,0
7.72,1586,4466,4237,Manga,Young Magazine (Weekly),2,0,0
7.72,1588,8138,2119,Manga,Kachicomi,4,0,0
7.72,1589,3407,5698,Manga,Manga Jam,4,0,0
7.72,1590,7378,2394,Manga,Bessatsu Margaret,1,0,0
7.72,1591,1127,15674,Manga,Morning,4,0,0
7.72,1596,432,37824,Manga,Nakayoshi,9,2,1
7.72,1597,3668,5264,Manga,Comic Blade,2,0,0
7.72,1599,455,36043,Manga,Shounen Captain,3,2,2
7.72,1600,7984,2173,Manga,Unknown,0,0,0
7.72,1601,8814,1898,Manga,Margaret,1,0,0
7.72,1602,5425,3410,Manga,Shounen Sunday,3,0,1
7.72,1603,2648,7265,Manga,Hana to Yume,5,1,0
7.72,1604,3309,5860,Manga,Betsucomi,2,1,0
7.72,1606,2418,7922,Manga,Comic Avarus,3,0,1
7.72,1607,3322,5844,Manga,Manga Life,3,0,0
7.72,1608,3572,5402,Manga,Sunday Gene-X,3,1,0
7.72,1609,9462,1745,Manga,Zero-Sum WARD,0,0,0
7.72,1610,1748,10679,Manga,Ribon Magazine,6,0,0
7.72,1611,1108,15821,Manga,Comic ZERO-SUM,5,0,0
7.72,1612,2476,7734,Manga,Comic Beam,5,1,0
7.72,1613,8597,1969,Manga,YOU,1,0,0
7.72,1614,3854,4996,Manga,Manga Time Special,2,0,0
7.72,1615,12160,1242,Manga,Dengeki Maoh,0,0,0
7.72,1616,37,194550,Manga,Shounen Jump (Weekly),78,23,17
7.72,1617,2562,7497,Manga,HertZ,2,0,0
7.72,1619,776,21993,Manga,Dengeki Maoh,2,0,0
7.71,1642,1504,12512,Manga,Unknown,1,1,0
7.71,1643,1049,16800,Manga,Shounen Jump (Weekly),7,2,0
7.71,1644,5088,3661,Manga,Manga Time Kirara MAX,1,0,0
7.71,1645,1442,12956,Manga,Comic Ryu,7,1,0
7.71,1646,6321,2876,Manga,Bessatsu Hana to Yume,2,0,0
7.71,1621,9522,1733,Manga,Canna,1,0,0
7.71,1622,9266,1788,Manga,Dengeki G's Comic,1,0,0
7.71,1630,9699,1695,Manga,Comic Alive,1,0,0
7.71,1631,1687,11138,Manga,Comic Flapper,4,0,0
7.71,1632,12262,1228,Manga,Unknown,1,0,0
7.71,1626,3028,6356,Manga,Young Gangan,3,0,0
7.71,1627,1001,17369,Manga,Web Comic Zenyon,4,0,0
7.71,1649,663,25527,Manga,Shounen Jump (Weekly),5,1,1
7.71,1650,1167,15273,Manga,Shounen Jump (Weekly),2,0,0
7.71,1651,2432,7867,Manga,Nakayoshi,3,2,0
7.71,1652,4602,4093,Manga,ShuuPlay News,4,0,0
7.71,1653,1357,13579,Manga,Betsucomi,8,4,0
7.71,1654,2069,9095,Manga,Shounen Jump (Weekly),2,0,0
7.71,1656,5142,3613,Manga,Shounen Ace,2,0,0
7.71,1657,4248,4458,Manga,Shounen Sunday,1,0,0
7.71,1658,16031,817,Manga,Ciao,1,0,0
7.71,1659,4103,4651,Manga,Dear+,1,0,0
7.71,1635,2479,7724,Manga,Web Comic Zenyon,7,1,0
7.71,1636,2309,8216,Manga,Gangan pixiv,3,0,0
7.71,1637,10934,1432,Manga,ComicWalker,3,0,0
7.71,1638,9252,1793,Manga,Grand Jump,2,0,0
7.71,1639,946,18223,Manga,Young Jump,7,1,0
7.71,1641,4539,4150,Manga,Big Comic Superior,2,0,0
7.7,1691,8302,2061,Manga,Chara Selection,0,0,0
7.7,1692,5923,3083,Manga,Comic Alive,0,0,0
7.7,1693,4924,3802,Manga,Magazine pocket,6,0,0
7.7,1696,9959,1639,Manga,.Bloom,2,0,0
7.7,1697,1941,9535,Manga,Dengeki Maoh,2,0,0
7.7,1698,729,23266,Manga,Shounen Jump (Weekly),4,0,0
7.7,1699,9818,1668,Manga,Opera,0,0,0
7.7,1677,7072,2501,Manga,Comic Kwai,3,0,0
7.7,1687,4171,4554,Manga,Betsucomi,4,0,0
7.7,1690,1431,13033,Manga,Ikki,4,0,0
7.7,1679,491,33459,Manga,Shounen Magazine (Weekly),15,0,1
7.7,1661,5728,3195,Manga,Comp Ace,2,0,0
7.7,1662,5186,3591,Manga,Comic ZERO-SUM,2,0,0
7.7,1663,1925,9634,Manga,Wings,5,0,0
7.7,1664,996,17383,Manga,Ribon Magazine,10,1,1
7.7,1665,4521,4168,Manga,Manga Shounen,3,1,1
7.7,1666,2028,9212,Manga,GFantasy,2,1,0
7.7,1667,2781,6906,Manga,Bessatsu Friend Zoukan BetsuFure,3,0,1
7.7,1668,3453,5600,Manga,Big Comic,2,0,1
7.7,1669,623,27200,Manga,Morning,10,3,0
7.7,1670,4704,3996,Manga,LaLa,3,0,0
7.7,1672,520,31655,Manga,Shounen Magazine (Weekly),14,1,0
7.7,1673,2156,8771,Manga,GFantasy,1,2,1
7.7,1674,2168,8726,Manga,Afternoon,7,0,0
7.7,1675,12894,1139,Manga,Megami Magazine,0,0,0
7.71,1628,1302,14098,Manga,LaLa DX,10,0,0
7.7,1685,1015,17264,Manga,ComicWalker,3,0,0
7.7,1686,5009,3725,Manga,Shounen Magazine (Monthly),0,0,1
7.69,1735,3829,5033,Manga,RuTile,4,0,0
7.69,1736,4899,3829,Manga,Sunday Gene-X,0,0,0
7.69,1737,5364,3449,Manga,Harta,5,0,0
7.69,1727,21554,487,Manga,Shounen Sunday,0,0,0
7.69,1728,743,22830,Manga,Comic Alive,6,1,0
7.69,1729,10139,1600,Manga,Opera,2,0,0
7.69,1731,913,18907,Manga,Comic Flapper,5,0,0
7.69,1732,5121,3634,Manga,Jump SQ.,1,0,0
7.69,1733,3351,5796,Manga,Young Ace,0,0,0
7.69,1734,2065,9100,Manga,Nemuki,2,0,0
7.69,1701,607,27686,Manga,Comic Bridge,16,2,2
7.69,1703,3542,5457,Manga,Bessatsu Friend,6,1,0
7.69,1704,5926,3080,Manga,Unknown,1,2,0
7.69,1724,7923,2197,Manga,Comic Blade,0,0,0
7.69,1725,2498,7678,Manga,Magazine Special,2,0,0
7.69,1726,5270,3513,Manga,Shounen Gangan,3,0,0
7.69,1707,3380,5750,Manga,Dessert,6,0,0
7.69,1708,1242,14660,Manga,Bessatsu Friend,12,3,0
7.69,1709,688,24683,Manga,Shounen Magazine (Weekly),14,0,0
7.69,1710,622,27213,Manga,Young Ace,2,0,2
7.69,1711,1202,14921,Manga,Shounen Jump (Weekly),4,0,1
7.69,1712,764,22233,Manga,Bessatsu Hana to Yume,9,0,1
7.69,1713,10101,1607,Manga,Princess Gold,2,0,0
7.69,1714,9193,1808,Manga,Shounen Magazine (Monthly),0,0,0
7.69,1716,2221,8514,Manga,Big Comic,6,1,0
7.69,1717,2325,8184,Manga,Shounen Sunday,3,1,3
7.69,1718,4677,4026,Manga,Princess,2,0,2
7.69,1719,6323,2875,Manga,Melody,1,0,0
7.69,1720,10015,1627,Manga,Unknown,1,0,0
7.69,1722,5941,3066,Manga,Unknown,2,0,0
7.69,1705,5514,3349,Manga,Young Magazine (Weekly),2,1,0
7.68,1776,553,29943,Manga,Shounen Jump+,16,5,1
7.68,1765,7930,2195,Manga,Morning,3,0,0
7.68,1766,12689,1163,Manga,Champion Cross,3,0,0
7.68,1768,2992,6428,Manga,RuTile,4,0,0
7.68,1769,2029,9210,Manga,Unknown,6,1,0
7.68,1770,1425,13071,Manga,Big Comic Spirits,3,0,0
7.68,1771,2459,7791,Manga,MAGxiv,3,1,0
7.68,1772,2929,6559,Manga,Comic Newtype,2,0,0
7.68,1773,2625,7324,Manga,Comic ELMO,1,1,0
7.68,1774,8514,1998,Manga,ComicWalker,0,0,0
7.68,1775,4770,3938,Manga,Comic Days,0,1,2
7.68,1738,4795,3914,Manga,GFantasy,0,0,0
7.68,1739,7848,2221,Manga,Dengeki Daioh,3,0,0
7.68,1740,1541,12282,Manga,Ribon Magazine,12,1,0
7.68,1741,6224,2922,Manga,Unknown,2,0,0
7.68,1742,600,28195,Manga,Jump SQ.,7,1,0
7.68,1779,24289,385,Manga,Shounen Jump (Weekly),0,0,0
7.68,1780,7817,2229,Manga,b-Boy Honey,1,0,0
7.68,1782,3690,5230,Manga,Kuro LaLa,3,0,0
7.68,1783,1858,9976,Manga,Citron,3,1,0
7.68,1784,1633,11504,Manga,Dengeki Daioh,2,0,0
7.68,1785,2842,6738,Manga,Unknown,6,2,0
7.68,1786,804,21260,Manga,Bessatsu Shounen Magazine,3,0,1
7.68,1743,437,37598,Manga,Sho-Comi,24,2,2
7.68,1745,582,28699,Manga,Young Sunday (Weekly),13,4,4
7.68,1747,10012,1628,Manga,Dengeki G's magazine,1,0,0
7.68,1748,7909,2201,Manga,Shounen Magazine (Monthly),0,0,0
7.68,1749,6335,2870,Manga,Comic Tom (Monthly),1,0,0
7.68,1750,6872,2597,Manga,Unknown,1,0,0
7.68,1751,11279,1379,Manga,Petit Comic,2,0,0
7.68,1752,5395,3429,Manga,Comic Garden,2,0,0
7.68,1753,4450,4251,Manga,Ikki,5,0,0
7.68,1754,2456,7796,Manga,Young Gangan,1,1,0
7.68,1755,624,27197,Manga,Comic Flapper,6,1,0
7.68,1756,4905,3824,Manga,Shounen Jump (Weekly),4,0,0
7.68,1759,4309,4400,Manga,LaLa DX,2,0,0
7.68,1760,11416,1355,Manga,Unknown,1,0,0
7.68,1762,9080,1831,Manga,Manga Time Kirara Carat,0,0,0
7.68,1763,1427,13063,Manga,Sylph,9,0,0
7.68,1764,892,19348,Manga,Big Comic Spirits,6,0,0
7.68,1789,4712,3988,Manga,ARIA,0,0,0
7.68,1790,956,17964,Manga,Comic Polaris,11,1,1
7.68,1791,1226,14735,Manga,Mystery Bonita,5,1,0
7.68,1792,2508,7643,Manga,Comic Birz,4,0,0
7.68,1793,5408,3422,Manga,Unknown,0,0,0
7.67,1795,378,42412,Manga,AlphaPolis Web Manga,4,2,0
7.67,1806,11335,1368,Manga,Comic Flapper,1,0,0
7.67,1807,7533,2333,Manga,Harta,2,0,0
7.67,1808,2050,9154,Manga,Shounen Magazine (Monthly),0,0,0
7.67,1809,1053,16732,Manga,Young Magazine (Weekly),11,0,0
7.67,1810,9550,1728,Manga,Tonari no Young Jump,2,0,0
7.67,1811,1654,11373,Manga,Big Comic Spirits,6,0,0
7.67,1813,5527,3341,Manga,Shounen Magazine Edge,0,0,0
7.67,1814,1909,9715,Manga,Gessan,7,0,0
7.67,1815,4120,4630,Manga,Shounen Magazine R,1,0,0
7.67,1847,2095,9000,Manga,Young Magazine (Monthly),3,0,0
7.67,1848,7926,2196,Manga,PFantapy,6,0,0
7.67,1849,10093,1609,Manga,Saikyou Jump,1,0,0
7.67,1799,512,32400,Manga,Gessan,14,1,0
7.67,1800,727,23297,Manga,Unknown,3,0,0
7.67,1801,2557,7509,Manga,Dengeki Daioh,4,0,0
7.67,1802,4180,4545,Manga,Dengeki Maoh,2,0,0
7.67,1803,837,20600,Manga,Kurofune x LINE Manga,6,0,0
7.67,1805,20366,541,Manga,Torch,1,0,0
7.67,1816,7990,2171,Manga,Feel Young,1,0,0
7.67,1817,123,103373,Manga,Shounen Ace,17,6,5
7.67,1818,3385,5738,Manga,Princess Gold,4,0,1
7.67,1819,521,31631,Manga,Shounen Jump (Weekly),15,2,4
7.67,1820,1313,14017,Manga,Shounen Jump (Monthly),8,0,2
7.67,1821,3374,5757,Manga,Comic Bunch,5,0,0
7.67,1822,4730,3967,Manga,Big Comic Spirits,5,0,1
7.67,1824,955,17985,Manga,Manga Erotics F,4,2,2
7.67,1825,7719,2270,Manga,Shounen Sunday,4,0,0
7.67,1826,1213,14815,Manga,Hana to Yume,7,0,0
7.67,1827,482,33874,Manga,Nakayoshi,24,1,3
7.67,1828,1806,10298,Manga,Young Gangan,1,0,0
7.67,1829,13472,1067,Manga,Ribon Magazine,2,0,0
7.67,1830,1137,15562,Manga,Betsucomi,6,1,0
7.67,1831,8621,1962,Manga,Petit Flower,0,0,0
7.67,1834,4555,4137,Manga,Shounen Sunday,4,0,0
7.67,1837,2440,7841,Manga,Gekkan! Spirits,2,0,0
7.67,1838,6607,2721,Manga,Young Magazine Uppers,5,0,0
7.67,1839,1649,11407,Manga,Shounen Magazine (Weekly),0,0,0
7.67,1840,126,99578,Manga,Big Comic Spirits,37,10,4
7.67,1841,281,55391,Manga,Ribon Magazine,10,2,0
7.67,1842,2326,8177,Manga,Manga Time Kirara,0,1,0
7.67,1843,377,42435,Manga,Dragon Age,8,2,0
7.66,1870,176,80574,Manga,Bessatsu Shounen Magazine,18,4,3
7.66,1872,4778,3932,Manga,Bessatsu Hana to Yume,3,1,0
7.66,1873,1438,12989,Manga,Shounen Magazine (Weekly),10,0,0
7.66,1874,3511,5498,Manga,Comic Alive,2,1,0
7.66,1875,4420,4277,Manga,Saizensen,1,0,0
7.66,1878,2232,8487,Manga,Cab,4,0,0
7.66,1879,4301,4408,Manga,Ichiraci,1,1,0
7.66,1850,1962,9459,Manga,Shounen Jump+,4,0,0
7.66,1859,1421,13099,Manga,Betsucomi,5,0,0
7.66,1860,1060,16658,Manga,Tonari no Young Jump,5,1,0
7.66,1861,17788,688,Manga,Shougaku Gonensei,0,0,0
7.66,1862,1178,15115,Manga,LaLa,5,0,0
7.66,1851,5333,3472,Manga,Gangan Online,3,1,0
7.66,1854,3594,5378,Manga,Comic Ryu,6,0,0
7.66,1855,4538,4150,Manga,Comic Beam,2,0,0
7.66,1856,173,81202,Manga,Shounen Jump (Weekly),35,5,3
7.66,1857,5454,3393,Manga,Dragon Age,1,0,0
7.66,1880,423,38305,Manga,Shounen Jump (Weekly),10,1,0
7.66,1882,1141,15526,Manga,Shounen Sunday,8,2,0
7.66,1883,3475,5562,Manga,Ribon Magazine,4,0,0
7.66,1884,4885,3844,Manga,Shounen Ace,0,0,0
7.66,1885,10596,1500,Manga,Shoujo Friend,0,0,0
7.66,1886,2286,8297,Manga,Big Comic,6,0,1
7.66,1889,2926,6565,Manga,Big Comic Superior,6,0,0
7.66,1890,11099,1408,Manga,Bouquet,1,0,0
7.66,1891,2281,8312,Manga,Young Ace,1,1,0
7.66,1892,1555,12112,Manga,Comic Blade,5,1,0
7.66,1863,15898,827,Manga,Comic it,1,0,0
7.66,1864,1034,16999,Manga,Comic Yuri Hime,6,2,0
7.66,1867,2292,8270,Manga,Comp Ace,5,1,0
7.65,1938,12343,1215,Manga,Unknown,2,0,0
7.65,1939,2800,6861,Manga,Gangan Joker,3,0,0
7.65,1940,6564,2747,Manga,Dragon Age Extra,1,0,0
7.65,1942,3357,5784,Manga,Unknown,3,2,0
7.65,1917,18892,622,Manga,Champion RED,0,0,0
7.65,1919,2169,8726,Manga,Asuka,4,1,0
7.65,1921,11226,1387,Manga,Nemuki+,0,0,0
7.65,1922,9932,1646,Manga,Comic Alive,0,0,0
7.65,1924,1610,11673,Manga,Comic Alive,10,0,1
7.65,1925,4145,4595,Manga,Jump X,0,1,0
7.65,1933,13732,1041,Manga,Shounen Magazine (Weekly),0,0,0
7.65,1935,527,31434,Manga,Shounen Sunday,7,0,1
7.65,1936,2347,8094,Manga,Hontou ni Atta Kowai Hanashi,0,1,0
7.65,1926,8877,1883,Manga,Comic Newtype,0,0,0
7.65,1928,851,20293,Manga,Jump SQ.,3,0,0
7.65,1893,826,20763,Manga,Dengeki Comic Gao!,16,4,1
7.65,1894,7023,2522,Manga,Hana to Yume,1,0,0
7.65,1895,2588,7434,Manga,Shounen Ace,3,1,0
7.65,1896,3604,5363,Manga,Petit Comic,5,0,0
7.65,1897,2633,7307,Manga,Comic ZERO-SUM,1,0,0
7.65,1898,660,25632,Manga,Ikki,16,1,0
7.65,1899,3441,5627,Manga,Comic Blade,1,0,0
7.65,1900,524,31502,Manga,Margaret,14,7,3
7.65,1901,4527,4162,Manga,Gangan Wing,1,1,0
7.65,1902,2645,7274,Manga,LaLa,2,0,0
7.65,1903,4310,4399,Manga,V-Jump,2,0,0
7.65,1904,13603,1054,Manga,Shounen Magazine (Monthly),0,0,0
7.65,1905,6468,2801,Manga,Petit Comic,1,1,0
7.65,1906,2792,6877,Manga,Betsucomi,2,0,0
7.65,1908,6179,2941,Manga,Young You,4,0,0
7.65,1909,635,26706,Manga,good! Afternoon,10,1,1
7.65,1910,4431,4268,Manga,Comp Ace,0,0,0
7.65,1911,240,62991,Manga,Shounen Magazine (Weekly),32,9,11
7.65,1912,2228,8497,Manga,Sho-Comi,5,0,0
7.65,1913,6092,2989,Manga,Unknown,3,0,0
7.65,1914,1928,9611,Manga,Comic Meteor,1,0,1
7.65,1929,4286,4424,Manga,Margaret,0,1,0
7.65,1930,961,17912,Manga,Comic Gene,3,0,0
7.65,1932,6385,2845,Manga,Gangan Online,2,0,0
7.64,1997,18404,649,Manga,Shounen Magazine R,0,0,0
7.64,1998,2935,6548,Manga,Gene pixiv,1,2,0
7.64,1999,10932,1433,Manga,Comic Alive,2,0,0
7.64,1984,2272,8331,Manga,Hana to Yume,4,0,1
7.64,1986,24533,376,Manga,Shounen Champion (Weekly),0,0,0
7.64,1987,10587,1502,Manga,Craft,1,0,0
7.64,1988,5531,3340,Manga,Feel Young,1,0,0
7.64,1989,6476,2794,Manga,Comic Rush,2,0,0
7.64,1990,6919,2572,Manga,ChuChu,1,0,0
7.64,1991,194,74886,Manga,Comic Ryu,16,2,0
7.64,1992,856,20241,Manga,Shounen Jump (Weekly),7,0,0
7.64,1993,3035,6347,Manga,Young Jump,4,0,1
7.64,1994,10036,1623,Manga,Bessatsu Shounen Champion,1,0,0
7.64,1995,4242,4467,Manga,Comp Ace,0,0,0
7.64,1996,1462,12809,Manga,Afternoon,6,1,0
7.64,1944,52,164269,Manga,Magazine pocket,67,7,13
7.64,1945,499,33150,Manga,Unknown,4,0,1
7.64,1947,6523,2767,Manga,Canna,1,0,0
7.64,1949,8319,2055,Manga,good! Afternoon,2,0,0
7.64,1950,4009,4781,Manga,Young Ace,4,0,0
7.64,1951,2627,7315,Manga,Comic POOL,2,0,0
7.64,1952,11702,1305,Manga,Unknown,0,0,0
7.64,1980,19817,570,Manga,Monthly Hero's,0,0,0
7.64,1982,3636,5310,Manga,Manga 4-koma Palette,3,0,0
7.64,1983,13792,1035,Manga,Grand Jump Premium,0,0,0
7.64,1961,284,54723,Manga,Big Gangan,10,3,2
7.64,1962,4194,4518,Manga,Wings,3,0,0
7.64,1963,4215,4498,Manga,Shounen Gangan,2,0,0
7.64,1964,6883,2593,Manga,Dragon Junior,0,0,0
7.64,1966,1220,14791,Manga,Hana to Yume,8,3,1
7.64,1967,1530,12346,Manga,Bessatsu Friend,8,0,0
7.64,1968,9342,1772,Manga,Unknown,1,0,0
7.64,1969,333,46923,Manga,Sho-Comi,29,4,12
7.64,1970,14108,1002,Manga,Hana to Yume,0,0,0
7.64,1972,3552,5441,Manga,Dragon Age,1,0,0
7.64,1973,22222,459,Manga,Shounen Magazine (Weekly),0,0,0
7.64,1974,10736,1472,Manga,Shounen Champion (Weekly),0,0,0
7.64,1975,2386,8004,Manga,Shounen Magazine (Weekly),5,0,0
7.64,1976,818,20918,Manga,Bessatsu Margaret,8,5,0
7.64,1977,12504,1190,Manga,Gundam Ace,1,0,0
7.64,1978,3577,5396,Manga,Young Magazine (Weekly),2,0,0
7.64,1979,7750,2258,Manga,Young You,2,0,0
7.64,1960,16415,787,Manga,Comic Beam,2,0,0
7.63,2042,786,21823,Manga,Shounen Jump (Weekly),6,1,0
7.63,2035,3233,5995,Manga,ComicWalker,1,1,0
7.63,2036,545,30489,Manga,Dra-Dra Sharp#,8,3,0
7.63,2039,9837,1665,Manga,Unknown,0,0,0
7.63,2040,402,40125,Manga,Sunday Gene-X,7,1,1
7.63,2003,1182,15095,Manga,Bessatsu Shounen Magazine,2,0,0
7.63,2004,2945,6532,Manga,Grand Jump,3,1,0
7.63,2005,5554,3318,Manga,Comic Garden,0,0,0
7.63,2006,562,29661,Manga,Young Magazine (Weekly),6,2,0
7.63,2008,4258,4448,Manga,@vitamin,3,0,0
7.63,2044,236,64155,Manga,Young Ace,7,1,1
7.63,2045,2809,6826,Manga,Young Gangan,2,0,0
7.63,2047,3598,5373,Manga,Morning,1,0,0
7.63,2048,2631,7310,Manga,Shounen Jump (Weekly),0,0,0
7.63,2049,11364,1361,Manga,LaLa DX,2,0,0
7.63,2050,1216,14811,Manga,Shounen Jump (Weekly),2,0,0
7.63,2051,5105,3647,Manga,Comic Zenon,2,0,1
7.63,2009,735,22992,Manga,Sho-Comi,10,1,1
7.63,2010,608,27666,Manga,Comic ZERO-SUM,8,0,1
7.63,2011,1567,12016,Manga,Nakayoshi,1,0,0
7.63,2012,1705,10981,Manga,Dragon Age,4,0,1
7.63,2013,1359,13568,Manga,Unknown,3,1,0
8.68,56,7,441601,Manhwa,KakaoPage,148,53,35
8.67,57,179,79809,Manhwa,Comica,48,6,0
8.57,99,356,44776,Manhwa,Naver Webtoon,10,0,0
8.49,148,84,128707,Manhwa,Naver Webtoon,44,6,0
8.44,183,336,46384,Manhwa,Unknown,22,7,2
8.42,188,517,31913,Manhwa,Naver Webtoon,24,2,0
8.41,202,143,92430,Manhwa,Naver Webtoon,21,0,2
8.39,217,77,139767,Manhwa,Young Champ,27,3,1
8.39,214,968,17844,Manhwa,Naver Webtoon,9,1,0
8.38,228,2632,7307,Manhwa,Naver Webtoon,5,0,0
8.38,223,42,179222,Manhwa,Naver Webtoon,50,8,18
8.38,224,616,27410,Manhwa,KakaoPage,7,1,0
8.37,231,148,91301,Manhwa,Daum Webtoon,17,3,1
8.36,244,6206,2931,Manhwa,Naver Webtoon,3,0,0
8.28,330,219,66742,Manhwa,Naver Webtoon,47,3,0
8.26,347,202,71668,Manhwa,Naver Webtoon,22,0,0
8.26,351,4016,4773,Manhwa,KakaoPage,4,0,1
8.25,360,687,24687,Manhwa,KakaoPage,8,1,2
8.23,375,1657,11347,Manhwa,Naver Webtoon,5,1,1
8.21,411,2900,6616,Manhwa,Naver Webtoon,6,0,0
8.17,446,2038,9186,Manhwa,KakaoPage,5,0,0
8.17,452,829,20732,Manhwa,Naver Webtoon,7,1,1
8.16,463,1351,13641,Manhwa,Naver Webtoon,8,1,0
8.15,482,548,30306,Manhwa,KakaoPage,8,1,1
8.14,507,2650,7248,Manhwa,Naver Webtoon,4,1,0
8.14,510,1713,10935,Manhwa,Lezhin Comics Webtoon,5,0,1
8.13,521,906,19020,Manhwa,Daum Webtoon,12,4,2
8.13,517,617,27348,Manhwa,Lezhin Comics Webtoon,13,0,0
8.12,526,2330,8159,Manhwa,Naver Webtoon,2,0,0
8.12,546,2084,9048,Manhwa,Naver Webtoon,2,0,0
8.11,562,121,105300,Manhwa,Naver Webtoon,30,8,0
8.1,582,2801,6858,Manhwa,comico,9,0,1
