SCORE,Ranked,Popularity,Members,Type,Magazine, Recommended,Mixed Feelings,Not Recommended
7.22,5668,14386,971,Manhwa,Naver Webtoon,1,0,0
7.22,5669,1493,12595,Manhwa,KakaoPage,1,1,0
7.22,5670,13848,1027,Manhwa,KakaoPage,0,0,0
7.22,5671,2293,8270,Manhwa,KakaoPage,1,0,1
7.22,5672,14262,986,Manhwa,KakaoPage,1,0,0
7.22,5673,10878,1445,Manhwa,Naver Webtoon,1,0,0
7.22,5674,5091,3657,Manhwa,KakaoPage,0,0,0
7.22,5675,12253,1229,Manhwa,KakaoPage,0,0,0
7.22,5680,7463,2360,Manhwa,Naver Webtoon,0,2,0
7.22,5578,7278,2430,Manhwa,Lezhin Comics Webtoon,3,1,0
7.22,5580,21816,476,Manhwa,KakaoPage,0,0,0
7.22,5614,17868,682,Manhwa,Unknown,1,0,1
7.22,5622,8432,2020,Manhwa,Unknown,0,0,0
7.22,5636,10614,1496,Manhwa,Unknown,0,1,0
7.22,5661,11317,1371,Manhwa,Naver Webtoon,1,0,0
7.21,5751,7921,2197,Manhwa,Unknown,1,1,0
7.21,5685,2392,7994,Manhwa,Naver Webtoon,2,0,0
7.2,5888,16785,756,Manhwa,Naver Webtoon,0,0,0
7.21,5686,6546,2755,Manhwa,Naver Webtoon,1,1,0
7.21,5687,4692,4007,Manhwa,KakaoPage,2,0,0
7.21,5688,22931,431,Manhwa,KakaoPage,1,0,0
7.21,5690,11661,1313,Manhwa,KakaoPage,1,0,0
7.21,5705,12238,1232,Manhwa,KakaoPage,0,0,0
7.21,5770,8268,2072,Manhwa,Issue,1,0,0
7.21,5772,13062,1116,Manhwa,Unknown,0,0,0
7.21,5777,9997,1631,Manhwa,Unknown,1,0,0
7.21,5793,13365,1079,Manhwa,Unknown,0,0,0
7.21,5738,7493,2350,Manhwa,Comic Champ,5,1,0
7.2,5933,25786,338,Manhwa,Lezhin Comics Webtoon,0,0,0
7.2,5905,21212,502,Manhwa,Issue,1,0,0
7.2,5889,5069,3676,Manhwa,KakaoPage,1,0,0
7.2,5890,5130,3623,Manhwa,KakaoPage,1,1,0
7.2,5893,9700,1695,Manhwa,Naver Webtoon,0,0,0
7.2,5894,9114,1824,Manhwa,Naver Webtoon,0,0,0
7.2,5822,8659,1947,Manhwa,Unknown,1,0,0
7.2,5823,8419,2023,Manhwa,Unknown,1,0,0
7.2,5841,17896,680,Manhwa,Unknown,2,0,0
7.2,5857,11063,1413,Manhwa,Issue,0,0,0
7.19,6041,11564,1331,Manhwa,Naver Webtoon,2,0,0
7.19,6001,7696,2277,Manhwa,Young Champ,1,0,0
7.19,5955,16939,745,Manhwa,Naver Webtoon,0,0,0
7.19,5957,21335,497,Manhwa,KakaoPage,0,0,0
7.18,6123,10721,1475,Manhwa,KakaoPage,0,0,0
7.18,6124,4239,4471,Manhwa,KakaoPage,1,0,0
7.18,6125,4253,4454,Manhwa,KakaoPage,1,0,0
7.18,6126,9748,1686,Manhwa,Naver Webtoon,0,0,0
7.18,6127,17582,701,Manhwa,Naver Webtoon,0,0,0
7.18,6113,5545,3329,Manhwa,Naver Webtoon,1,0,0
7.18,6071,7583,2321,Manhwa,Unknown,1,0,0
7.18,6079,12717,1160,Manhwa,Unknown,0,1,0
7.18,6099,19373,595,Manhwa,Unknown,0,0,0
7.18,6159,3243,5973,Manhwa,Daum Webtoon,5,2,0
7.17,6282,27499,292,Manhwa,KakaoPage,0,0,0
7.17,6283,3785,5084,Manhwa,Naver Webtoon,2,0,0
7.17,6284,18631,637,Manhwa,Naver Webtoon,1,0,0
7.17,6285,7778,2247,Manhwa,KakaoPage,1,0,0
7.17,6286,13198,1098,Manhwa,KakaoPage,0,0,0
7.17,6288,13599,1054,Manhwa,KakaoPage,0,0,0
7.17,6289,14927,915,Manhwa,KakaoPage,0,0,0
7.17,6290,5966,3054,Manhwa,Naver Webtoon,2,0,0
7.17,6189,18718,632,Manhwa,Lezhin Comics Webtoon,0,0,0
7.17,6215,8004,2165,Manhwa,Wink,1,0,0
7.17,6243,9814,1669,Manhwa,Young Champ,2,0,0
7.16,6291,5190,3591,Manhwa,KakaoPage,1,0,0
7.16,6293,9077,1833,Manhwa,KakaoPage,1,0,0
7.16,6296,6801,2632,Manhwa,Naver Webtoon,2,0,0
7.16,6297,11351,1364,Manhwa,Naver Webtoon,1,0,0
7.16,6299,22856,434,Manhwa,Naver Webtoon,0,0,0
7.16,6301,7334,2412,Manhwa,KakaoPage,0,0,0
7.16,6302,7650,2291,Manhwa,Naver Webtoon,1,0,0
7.16,6303,17672,695,Manhwa,KakaoPage,0,0,0
7.16,6309,13770,1037,Manhwa,Naver Webtoon,1,0,0
7.16,6414,20019,558,Manhwa,Unknown,0,0,0
7.16,6333,21030,509,Manhwa,comico,0,0,0
7.15,6555,3304,5864,Manhwa,KakaoPage,1,0,0
7.15,6470,13479,1067,Manhwa,Naver Webtoon,1,0,0
7.15,6515,12923,1136,Manhwa,Unknown,0,0,0
7.15,6527,17054,738,Manhwa,Party,1,0,0
7.15,6529,8404,2027,Manhwa,Unknown,3,0,0
7.15,6535,5845,3126,Manhwa,Daum Webtoon,2,0,0
7.15,6483,25728,340,Manhwa,comico,0,0,0
7.15,6484,5603,3279,Manhwa,KakaoPage,0,0,0
7.15,6487,2451,7813,Manhwa,KakaoPage,1,1,1
7.15,6488,6604,2722,Manhwa,KakaoPage,2,0,1
7.15,6489,10218,1580,Manhwa,Naver Webtoon,1,0,0
7.15,6491,17268,722,Manhwa,Naver Webtoon,0,0,0
7.15,6425,8972,1860,Manhwa,Unknown,1,1,1
7.15,6426,11420,1354,Manhwa,Unknown,0,0,0
7.15,6432,17153,730,Manhwa,Unknown,1,0,0
7.15,6444,16582,774,Manhwa,Wink,1,0,0
7.15,6452,12719,1160,Manhwa,Unknown,0,0,0
7.15,6457,7546,2330,Manhwa,Unknown,0,0,0
7.15,6462,7479,2356,Manhwa,Unknown,1,1,0
7.14,6680,20612,529,Manhwa,Daum Webtoon,0,0,0
7.14,6651,2807,6838,Manhwa,Unknown,2,0,0
7.14,6660,6177,2942,Manhwa,Naver Webtoon,5,1,0
7.14,6570,21058,508,Manhwa,comico,1,0,0
7.14,6619,10245,1575,Manhwa,Unknown,0,1,0
7.14,6627,15778,838,Manhwa,Issue,1,0,0
7.14,6584,14592,947,Manhwa,KakaoPage,0,0,0
7.14,6585,15772,839,Manhwa,Naver Webtoon,0,1,0
7.14,6586,6429,2820,Manhwa,KakaoPage,0,0,0
7.14,6587,22880,433,Manhwa,Naver Webtoon,0,0,0
7.14,6588,11223,1388,Manhwa,Naver Webtoon,0,0,0
7.14,6589,18755,631,Manhwa,Naver Webtoon,0,0,0
7.14,6591,12977,1129,Manhwa,KakaoPage,1,0,0
7.14,6593,5160,3603,Manhwa,Naver Webtoon,0,0,0
7.14,6595,18194,662,Manhwa,KakaoPage,0,0,0
7.13,6757,14630,943,Manhwa,Naver Webtoon,1,0,0
7.13,6758,14560,951,Manhwa,Naver Webtoon,0,0,0
7.13,6759,21898,473,Manhwa,Naver Webtoon,0,0,0
7.13,6760,7639,2295,Manhwa,Naver Webtoon,0,0,0
7.13,6761,13109,1109,Manhwa,KakaoPage,0,1,0
7.13,6765,10195,1588,Manhwa,KakaoPage,1,0,0
7.13,6766,9154,1815,Manhwa,Naver Webtoon,2,0,0
7.13,6767,19295,599,Manhwa,KakaoPage,2,0,1
7.13,6768,13642,1050,Manhwa,KakaoPage,0,0,0
7.13,6769,18594,639,Manhwa,KakaoPage,0,0,0
7.13,6770,19772,573,Manhwa,KakaoPage,0,0,0
7.13,6741,24654,372,Manhwa,Lezhin Comics Webtoon,2,1,0
7.13,6772,4988,3747,Manhwa,Unknown,1,0,0
7.13,6781,9567,1724,Manhwa,Issue,3,0,0
7.13,6732,10121,1603,Manhwa,Unknown,1,0,0
7.13,6734,6987,2539,Manhwa,Party,1,0,1
7.12,6928,22590,444,Manhwa,Naver Webtoon,0,0,0
7.12,6929,5884,3106,Manhwa,KakaoPage,0,0,0
7.12,6936,4191,4525,Manhwa,KakaoPage,1,0,0
7.12,6937,18770,630,Manhwa,Naver Webtoon,0,0,0
7.12,6938,4176,4549,Manhwa,Naver Webtoon,3,0,1
7.12,6939,12693,1163,Manhwa,KakaoPage,1,0,0
7.12,6942,12829,1147,Manhwa,KakaoPage,0,0,0
7.12,6945,20107,554,Manhwa,Naver Webtoon,0,0,0
7.12,6848,10146,1599,Manhwa,Unknown,2,0,0
7.12,6849,10048,1619,Manhwa,Sugar,0,0,0
7.12,6863,15840,833,Manhwa,Unknown,0,0,0
7.12,6869,17529,704,Manhwa,Unknown,0,0,0
7.12,6879,18369,651,Manhwa,Unknown,1,0,0
7.12,6890,6958,2555,Manhwa,Unknown,1,1,0
7.12,6892,3923,4894,Manhwa,Chance,2,0,1
7.11,7034,1853,10002,Manhwa,Daum Webtoon,3,0,0
7.11,6951,9044,1844,Manhwa,Naver Webtoon,0,0,0
7.11,6952,7318,2418,Manhwa,KakaoPage,1,0,0
7.11,6953,13680,1045,Manhwa,Naver Webtoon,2,0,0
7.11,6955,17075,737,Manhwa,Naver Webtoon,0,0,0
7.11,6956,11728,1301,Manhwa,KakaoPage,0,0,0
7.11,6958,16036,817,Manhwa,Naver Webtoon,1,0,0
7.11,6959,8394,2031,Manhwa,KakaoPage,1,0,0
7.1,7145,5810,3145,Manhwa,KakaoPage,1,0,0
7.1,7146,3398,5722,Manhwa,KakaoPage,0,0,2
7.1,7147,23620,408,Manhwa,KakaoPage,0,0,1
7.1,7149,12006,1263,Manhwa,KakaoPage,0,0,0
7.1,7150,15085,901,Manhwa,KakaoPage,0,0,0
7.1,7093,4942,3792,Manhwa,Unknown,2,0,1
7.1,7095,25238,354,Manhwa,Unknown,0,0,0
7.1,7121,9407,1758,Manhwa,Young Champ,0,0,0
7.09,7309,5491,3370,Manhwa,Comic Champ,0,1,0
7.09,7311,7891,2205,Manhwa,Party,0,0,0
7.09,7229,15388,874,Manhwa,Lezhin Comics Webtoon,0,0,0
7.09,7236,13283,1089,Manhwa,Lezhin Comics Webtoon,0,1,0
7.09,7304,32560,195,Manhwa,Unknown,0,0,0
7.09,7266,19768,573,Manhwa,Unknown,0,0,0
7.09,7283,17444,710,Manhwa,Unknown,1,0,0
7.09,7244,4312,4399,Manhwa,KakaoPage,0,0,0
7.09,7245,20367,541,Manhwa,Naver Webtoon,1,0,0
7.09,7246,22023,467,Manhwa,comico,0,0,0
7.09,7248,3741,5141,Manhwa,KakaoPage,1,0,0
7.08,7449,9403,1759,Manhwa,KakaoPage,1,0,0
7.08,7438,23118,424,Manhwa,Naver Webtoon,0,0,0
7.08,7440,6122,2972,Manhwa,Naver Webtoon,2,0,0
7.08,7441,4212,4501,Manhwa,KakaoPage,1,0,0
7.08,7443,16210,804,Manhwa,Naver Webtoon,0,0,0
7.08,7445,7440,2371,Manhwa,KakaoPage,1,0,0
7.08,7447,13222,1096,Manhwa,Naver Webtoon,0,0,0
7.08,7429,9841,1664,Manhwa,Lezhin Comics Webtoon,2,0,0
7.08,7464,15040,905,Manhwa,Issue,1,0,0
7.08,7364,6139,2962,Manhwa,Young Champ,1,0,0
7.08,7374,7522,2335,Manhwa,Unknown,1,1,1
7.08,7383,15373,875,Manhwa,Party,1,0,0
7.08,7388,7755,2256,Manhwa,Unknown,2,0,0
7.08,7481,18276,657,Manhwa,Unknown,1,0,0
7.07,7634,9497,1738,Manhwa,Naver Webtoon,0,1,0
7.07,7635,6895,2586,Manhwa,KakaoPage,0,0,0
7.07,7636,17576,702,Manhwa,KakaoPage,1,0,0
7.07,7637,18597,639,Manhwa,Naver Webtoon,0,0,1
7.07,7527,25817,337,Manhwa,Unknown,0,0,0
7.07,7570,17600,700,Manhwa,Wink,1,0,0
7.07,7576,4645,4059,Manhwa,Unknown,1,1,0
7.07,7580,22201,460,Manhwa,Sugar,1,0,0
7.07,7611,7077,2500,Manhwa,Young Champ,1,0,0
7.07,7619,10798,1460,Manhwa,Issue,1,0,0
7.06,7721,17997,674,Manhwa,Unknown,0,0,0
7.06,7642,3624,5338,Manhwa,KakaoPage,0,1,0
7.06,7643,11670,1310,Manhwa,Naver Webtoon,0,1,1
7.06,7644,5123,3633,Manhwa,KakaoPage,0,1,1
7.06,7648,17770,689,Manhwa,Naver Webtoon,0,0,0
7.06,7746,3300,5871,Manhwa,Unknown,2,0,0
7.06,7769,13388,1077,Manhwa,Unknown,2,0,0
7.06,7773,10111,1605,Manhwa,Unknown,0,1,0
7.06,7780,10914,1436,Manhwa,Unknown,0,1,1
7.05,7942,20463,537,Manhwa,Lezhin Comics Webtoon,0,0,0
7.05,7954,17913,679,Manhwa,Naver Webtoon,1,0,0
7.05,7897,5115,3637,Manhwa,Comic Valkyrie,3,0,0
7.05,7875,6881,2594,Manhwa,Naver Webtoon,0,0,0
7.05,7876,3151,6142,Manhwa,Naver Webtoon,0,0,0
7.05,7878,9984,1635,Manhwa,KakaoPage,0,1,0
7.05,7879,9913,1648,Manhwa,KakaoPage,0,0,0
7.05,7880,24547,376,Manhwa,Naver Webtoon,0,0,0
7.05,7881,8489,2004,Manhwa,KakaoPage,1,0,0
7.05,7882,13140,1105,Manhwa,Naver Webtoon,0,0,0
7.06,7647,14288,983,Manhwa,KakaoPage,0,0,0
7.05,7803,15774,839,Manhwa,Unknown,0,0,0
7.05,7820,20341,542,Manhwa,Chance,1,0,0
7.04,7962,22045,466,Manhwa,Lezhin Comics Webtoon,1,0,0
7.04,7993,18045,671,Manhwa,Unknown,0,0,0
7.04,7996,15584,856,Manhwa,Party,0,0,0
7.04,8004,11582,1327,Manhwa,Unknown,2,1,0
7.04,8026,18870,622,Manhwa,Issue,0,0,0
7.04,7983,7707,2275,Manhwa,KakaoPage,0,0,0
7.04,7984,9449,1747,Manhwa,KakaoPage,0,0,0
7.04,7985,15733,844,Manhwa,Naver Webtoon,2,0,0
7.04,7986,13244,1093,Manhwa,Naver Webtoon,4,0,1
7.04,7987,11552,1333,Manhwa,KakaoPage,0,0,0
7.04,7988,20548,533,Manhwa,Naver Webtoon,0,0,0
7.04,7990,21060,508,Manhwa,KakaoPage,0,0,0
7.03,8185,21574,486,Manhwa,Naver Webtoon,0,0,0
7.03,8186,10818,1455,Manhwa,KakaoPage,1,0,0
7.03,8187,11596,1324,Manhwa,Naver Webtoon,0,0,0
7.03,8188,17074,737,Manhwa,Naver Webtoon,0,0,0
7.03,8189,15839,833,Manhwa,KakaoPage,0,0,0
7.03,8190,17385,714,Manhwa,KakaoPage,0,0,0
7.03,8191,16814,754,Manhwa,KakaoPage,1,0,0
7.03,8192,5561,3312,Manhwa,KakaoPage,0,2,1
7.03,8193,7895,2205,Manhwa,Naver Webtoon,1,0,0
7.03,8195,7919,2198,Manhwa,KakaoPage,0,0,0
7.03,8196,8334,2054,Manhwa,KakaoPage,1,1,0
7.03,8168,9684,1698,Manhwa,Lezhin Comics Webtoon,1,0,0
7.03,8179,8015,2161,Manhwa,KakaoPage,2,2,0
7.03,8111,14879,921,Manhwa,Daum Webtoon,0,0,0
7.03,8201,15239,887,Manhwa,Unknown,0,0,0
7.03,8145,20604,530,Manhwa,Issue,0,0,0
7.02,8343,17568,702,Manhwa,Unknown,0,0,0
7.02,8394,4340,4364,Manhwa,Naver Webtoon,2,2,1
7.02,8395,17580,701,Manhwa,Naver Webtoon,0,0,0
7.02,8396,5891,3104,Manhwa,KakaoPage,2,0,1
7.02,8397,11303,1374,Manhwa,KakaoPage,0,0,0
7.02,8398,22446,449,Manhwa,Naver Webtoon,0,0,0
7.02,8399,23802,402,Manhwa,Lezhin Comics Webtoon,2,0,0
7.02,8401,13976,1015,Manhwa,Lezhin Comics Webtoon,1,0,0
7.02,8305,16621,770,Manhwa,Unknown,0,0,0
7.02,8311,14722,936,Manhwa,Unknown,2,0,0
7.02,8342,22536,446,Manhwa,Unknown,0,0,0
7.02,8345,17151,731,Manhwa,Unknown,0,0,0
7.02,8368,13872,1025,Manhwa,Unknown,1,0,0
7.01,8469,13369,1079,Manhwa,Unknown,0,1,0
7.01,8481,10351,1551,Manhwa,Issue,3,0,0
7.01,8500,14915,916,Manhwa,Naver Webtoon,0,0,0
7.01,8405,3584,5390,Manhwa,KakaoPage,0,0,0
7.01,8406,15520,862,Manhwa,Naver Webtoon,0,0,0
7.01,8407,4747,3957,Manhwa,KakaoPage,0,0,0
7.01,8408,9416,1755,Manhwa,KakaoPage,3,0,0
7.0,8610,11701,1306,Manhwa,KakaoPage,0,0,0
7.01,8411,15627,852,Manhwa,KakaoPage,0,0,0
7.01,8412,5353,3455,Manhwa,KakaoPage,2,0,0
7.01,8519,9010,1852,Manhwa,Unknown,0,1,0
7.01,8536,5937,3069,Manhwa,Unknown,2,1,0
7.01,8462,4384,4317,Manhwa,KakaoPage,0,0,0
7.0,8674,27169,299,Manhwa,Lezhin Comics Webtoon,0,0,0
7.0,8590,19749,574,Manhwa,Unknown,0,0,0
7.0,8600,15006,908,Manhwa,Wink,0,0,0
7.0,8629,12066,1254,Manhwa,Unknown,0,0,1
7.0,8636,15555,859,Manhwa,Unknown,0,0,0
7.0,8609,3564,5411,Manhwa,KakaoPage,0,0,0
7.0,8612,14298,982,Manhwa,Naver Webtoon,0,1,0
7.0,8613,19993,560,Manhwa,KakaoPage,0,1,0
7.0,8552,9443,1748,Manhwa,Unknown,0,0,0
7.0,8555,7742,2261,Manhwa,Issue,4,1,0
7.0,8579,6290,2887,Manhwa,Unknown,1,0,0
7.0,8581,14556,952,Manhwa,Issue,0,0,0
7.0,8582,5734,3190,Manhwa,Unknown,1,1,0
7.0,8619,7713,2273,Manhwa,Naver Webtoon,3,1,0
6.99,8782,17717,692,Manhwa,Unknown,0,0,0
6.99,8796,13500,1064,Manhwa,Unknown,0,0,0
6.99,8696,14038,1008,Manhwa,Lezhin Comics Webtoon,0,0,0
6.99,8776,4503,4184,Manhwa,Lezhin Comics Webtoon,0,1,1
6.99,8734,21662,482,Manhwa,Unknown,0,0,0
6.99,8747,4042,4743,Manhwa,Young Champ,2,0,0
6.99,8704,14061,1006,Manhwa,KakaoPage,0,0,0
6.99,8706,11771,1294,Manhwa,KakaoPage,0,0,0
6.99,8707,23919,398,Manhwa,Naver Webtoon,0,0,0
6.99,8708,11945,1270,Manhwa,KakaoPage,1,0,0
6.99,8709,12392,1208,Manhwa,KakaoPage,0,1,0
6.99,8710,4547,4144,Manhwa,Naver Webtoon,1,0,0
6.99,8712,11711,1305,Manhwa,Naver Webtoon,0,1,0
6.99,8705,9094,1828,Manhwa,KakaoPage,1,0,0
6.98,8880,11457,1349,Manhwa,KakaoPage,0,0,0
6.98,8881,17076,737,Manhwa,KakaoPage,0,0,0
6.98,8882,10554,1509,Manhwa,KakaoPage,0,1,0
6.98,8883,5749,3181,Manhwa,KakaoPage,1,0,0
6.98,8884,18658,635,Manhwa,KakaoPage,0,0,0
6.97,8865,20773,523,Manhwa,Unknown,0,0,0
6.98,8817,3057,6296,Manhwa,Comic GT,3,0,0
6.98,8888,9034,1846,Manhwa,Unknown,3,0,0
6.98,8895,16218,803,Manhwa,Unknown,0,1,0
6.98,8826,9478,1741,Manhwa,Wink,0,1,0
6.98,8827,20919,514,Manhwa,Unknown,0,0,0
6.98,8840,19883,566,Manhwa,Issue,1,0,0
6.98,8846,8478,2007,Manhwa,Issue,0,0,1
6.98,8854,15645,850,Manhwa,Unknown,0,0,0
6.97,9058,4126,4624,Manhwa,KakaoPage,0,0,0
6.97,9061,3969,4841,Manhwa,KakaoPage,0,1,1
6.97,9062,13144,1105,Manhwa,KakaoPage,0,0,0
6.97,9063,6014,3034,Manhwa,KakaoPage,0,1,0
6.97,9064,7200,2460,Manhwa,Naver Webtoon,0,0,0
6.97,8947,25724,340,Manhwa,Lezhin Comics Webtoon,1,0,0
6.97,8950,26119,328,Manhwa,Lezhin Comics Webtoon,0,0,0
6.97,8971,11595,1324,Manhwa,Comic Champ,3,0,0
6.97,8975,17944,678,Manhwa,Wink,0,0,0
6.97,8988,14276,984,Manhwa,Unknown,0,0,0
6.97,8996,3087,6261,Manhwa,Booking,5,1,1
6.97,9004,19339,597,Manhwa,Unknown,1,0,0
6.97,9016,17234,724,Manhwa,Unknown,0,0,0
6.97,9037,10164,1595,Manhwa,Unknown,1,1,0
6.96,9130,17765,689,Manhwa,Unknown,0,0,0
6.96,9073,11173,1395,Manhwa,Naver Webtoon,0,0,0
6.96,9074,10894,1441,Manhwa,Naver Webtoon,0,0,0
6.96,9075,8090,2134,Manhwa,KakaoPage,0,2,0
6.96,9076,30338,231,Manhwa,Naver Webtoon,0,0,0
6.96,9077,6685,2682,Manhwa,Naver Webtoon,0,1,0
6.96,9078,15734,844,Manhwa,KakaoPage,0,0,0
6.96,9079,13907,1021,Manhwa,KakaoPage,0,0,0
6.96,9083,7598,2314,Manhwa,Naver Webtoon,0,0,0
6.96,9084,9274,1787,Manhwa,Naver Webtoon,1,0,0
6.96,9086,19016,614,Manhwa,Naver Webtoon,0,0,0
6.96,9176,15613,853,Manhwa,Unknown,0,0,0
6.96,9180,11982,1266,Manhwa,Unknown,1,2,0
6.96,9181,20672,526,Manhwa,Unknown,0,0,0
6.96,9203,16433,784,Manhwa,Mink,1,0,0
6.96,9204,8075,2139,Manhwa,Young Champ,3,1,0
6.96,9210,16091,813,Manhwa,Unknown,0,0,0
6.96,9120,16936,745,Manhwa,Lezhin Comics Webtoon,1,0,0
6.96,9125,15714,845,Manhwa,Naver Webtoon,0,0,0
6.95,9311,18844,624,Manhwa,Unknown,0,0,0
6.95,9312,14735,935,Manhwa,Unknown,0,0,0
6.95,9284,1829,10149,Manhwa,KakaoPage,1,1,1
6.95,9285,17159,730,Manhwa,Naver Webtoon,0,0,0
6.95,9286,7563,2327,Manhwa,KakaoPage,1,0,0
6.95,9287,16063,815,Manhwa,KakaoPage,0,0,0
6.95,9288,7314,2419,Manhwa,Naver Webtoon,1,0,0
6.95,9289,19451,590,Manhwa,KakaoPage,0,0,0
6.95,9290,26006,332,Manhwa,KakaoPage,0,0,0
6.95,9222,15408,872,Manhwa,Unknown,2,1,0
6.95,9225,13440,1071,Manhwa,Unknown,0,0,0
6.95,9240,24803,368,Manhwa,Unknown,0,0,0
6.95,9261,15587,856,Manhwa,Unknown,0,0,0
6.95,9269,18236,660,Manhwa,Unknown,0,0,0
6.94,9469,15950,823,Manhwa,Daum Webtoon,0,0,0
6.94,9359,14370,973,Manhwa,Daum Webtoon,4,0,0
6.94,9373,12246,1231,Manhwa,Naver Webtoon,0,1,0
6.94,9457,25207,355,Manhwa,Party,1,0,0
6.94,9396,7849,2220,Manhwa,JuniorChamp,0,0,0
6.94,9404,8801,1901,Manhwa,Young Champ,0,1,0
6.94,9406,8532,1991,Manhwa,Unknown,0,0,0
6.94,9435,14366,974,Manhwa,Unknown,0,0,0
6.94,9375,5396,3429,Manhwa,KakaoPage,0,0,0
6.94,9380,7958,2187,Manhwa,KakaoPage,1,0,0
6.94,9381,21729,480,Manhwa,Naver Webtoon,0,0,0
6.94,9382,10142,1600,Manhwa,KakaoPage,1,0,0
6.94,9383,27223,298,Manhwa,Naver Webtoon,0,0,0
6.94,9384,6099,2985,Manhwa,KakaoPage,1,0,0
6.94,9385,4117,4634,Manhwa,KakaoPage,0,0,1
6.94,9386,20960,512,Manhwa,Naver Webtoon,1,0,0
6.94,9387,20322,543,Manhwa,KakaoPage,0,0,0
6.94,9388,15211,890,Manhwa,Naver Webtoon,1,0,0
6.94,9390,15073,902,Manhwa,KakaoPage,1,0,0
6.94,9391,15305,881,Manhwa,KakaoPage,0,1,0
6.94,9392,9142,1818,Manhwa,KakaoPage,1,0,0
6.94,9393,14906,917,Manhwa,KakaoPage,0,0,0
6.93,9576,2844,6738,Manhwa,KakaoPage,1,0,1
6.93,9577,10244,1575,Manhwa,Naver Webtoon,1,0,0
6.93,9580,7496,2348,Manhwa,KakaoPage,0,1,0
6.93,9581,11160,1397,Manhwa,KakaoPage,0,0,1
6.93,9560,27552,290,Manhwa,Lezhin Comics Webtoon,0,0,0
6.93,9565,18617,638,Manhwa,Daum Webtoon,1,0,0
6.93,9600,11077,1412,Manhwa,Naver Webtoon,0,0,0
6.93,9603,18948,619,Manhwa,Wink,2,0,0
6.93,9509,17127,732,Manhwa,Unknown,0,1,0
6.93,9521,14788,930,Manhwa,Wink,0,1,0
6.93,9527,17965,676,Manhwa,Daiwon,1,0,0
6.93,9531,24802,368,Manhwa,Unknown,0,0,0
6.93,9532,19112,609,Manhwa,Unknown,0,1,0
6.92,9744,19755,573,Manhwa,Lezhin Comics Webtoon,1,0,0
6.92,9746,8870,1885,Manhwa,KakaoPage,0,0,0
6.92,9749,5283,3502,Manhwa,Naver Webtoon,1,0,0
6.92,9750,7372,2397,Manhwa,KakaoPage,1,0,0
6.92,9649,24549,375,Manhwa,Lezhin Comics Webtoon,0,1,0
6.92,9680,19709,576,Manhwa,Unknown,1,0,0
6.92,9683,11748,1298,Manhwa,Unknown,1,0,0
6.92,9695,13910,1021,Manhwa,Unknown,0,0,0
6.92,9700,16214,803,Manhwa,Issue,0,0,0
6.92,9719,19583,583,Manhwa,Unknown,0,0,0
6.92,9724,23076,426,Manhwa,Unknown,0,0,0
6.92,9732,20722,523,Manhwa,Unknown,0,1,0
6.92,9734,18425,648,Manhwa,Wink,0,1,0
6.91,9758,25066,360,Manhwa,Naver Webtoon,0,0,0
6.91,9759,5623,3270,Manhwa,KakaoPage,1,0,0
6.91,9760,25123,358,Manhwa,Naver Webtoon,0,0,0
6.91,9761,13396,1076,Manhwa,KakaoPage,0,0,0
6.91,9762,22146,462,Manhwa,KakaoPage,0,0,0
6.91,9763,8544,1989,Manhwa,Naver Webtoon,0,0,0
6.91,9764,22668,441,Manhwa,Lezhin Comics Webtoon,0,0,0
6.91,9765,3437,5634,Manhwa,KakaoPage,0,1,2
6.91,9767,5413,3417,Manhwa,Naver Webtoon,1,0,1
6.91,9768,7877,2209,Manhwa,Naver Webtoon,1,1,0
6.91,9770,9156,1815,Manhwa,Naver Webtoon,1,1,0
6.91,9798,8914,1873,Manhwa,IQ Jump,0,0,0
6.91,9890,16351,792,Manhwa,Issue,0,0,0
6.91,9900,7331,2414,Manhwa,Daiwon,0,0,0
6.91,9906,21137,505,Manhwa,Party,0,0,0
6.91,9810,12931,1135,Manhwa,Naver Webtoon,1,0,0
6.91,9813,2927,6565,Manhwa,KakaoPage,1,3,1
6.9,10053,16787,756,Manhwa,Wink,1,0,0
6.9,10083,19536,585,Manhwa,Naver Webtoon,0,0,0
6.9,10034,10398,1542,Manhwa,Unknown,0,0,0
6.9,10036,8049,2148,Manhwa,Booking,2,0,0
6.9,9990,12735,1158,Manhwa,Naver Webtoon,0,0,0
6.9,9991,3874,4969,Manhwa,KakaoPage,1,0,3
6.9,9992,21507,489,Manhwa,KakaoPage,0,0,0
6.9,9993,10022,1626,Manhwa,KakaoPage,0,0,0
6.9,9995,15958,822,Manhwa,Naver Webtoon,0,0,0
6.9,9996,22340,453,Manhwa,KakaoPage,0,0,0
6.9,9997,21616,484,Manhwa,Naver Webtoon,0,1,0
6.9,9998,4062,4719,Manhwa,KakaoPage,1,0,0
6.9,9999,4699,3999,Manhwa,KakaoPage,1,2,0
6.9,9925,17187,728,Manhwa,Unknown,0,0,0
6.9,9933,14042,1008,Manhwa,Chance,2,1,0
6.9,9945,25228,355,Manhwa,Unknown,1,0,0
6.9,9948,10491,1521,Manhwa,Wink,5,2,1
6.89,10177,15065,903,Manhwa,Unknown,0,0,0
6.89,10191,13699,1044,Manhwa,Naver Webtoon,2,0,0
6.89,10199,10502,1519,Manhwa,Daum Webtoon,0,0,0
6.89,10099,24659,372,Manhwa,Lezhin Comics Webtoon,0,0,0
